driver_id,date,online_hours,gender,age,number_of_kids,day,dayofweek,holiday,prev_holiday,next_holiday,age2,age3,c1,c2,c3,gender_kids,age_kids,prev_7,prev_14,cr_3,cr_5,cr_10
311073,2017-06-16,4.316666666666666,0,33,3,16,4,0,0,1,0.0,3,0,0,0,3,3,4.233333333333333,4.433333333333334,2,4,4
311073,2017-06-17,0.0,0,33,3,17,5,1,0,1,0.0,3,0,0,0,3,3,0.0,0.0,0,2,2
311073,2017-06-18,0.0,0,33,3,18,6,1,1,0,0.0,3,0,0,0,3,3,0.0,0.0,0,2,2
311073,2017-06-19,3.95,0,33,3,19,0,0,1,0,0.0,3,0,0,0,3,3,3.3666666666666667,2.2,2,0,6
311073,2017-06-20,1.4333333333333331,0,33,3,20,1,0,0,0,0.0,3,0,0,0,3,3,5.133333333333334,1.2666666666666666,2,0,6
311073,2017-06-21,4.35,0,33,3,21,2,0,0,0,0.0,3,0,0,0,3,3,0.4,1.3666666666666667,0,2,2
311655,2017-06-15,4.666666666666667,1,65,3,15,3,0,0,0,1.0,6,0,1,0,8,8,3.783333333333333,2.783333333333333,2,0,6
311655,2017-06-16,4.866666666666666,1,65,3,16,4,0,0,1,1.0,6,0,1,0,8,8,2.0166666666666666,4.275,2,4,0
311655,2017-06-17,0.0,1,65,3,17,5,1,0,1,1.0,6,0,1,0,8,8,0.0,0.0,0,2,2
311655,2017-06-18,0.0,1,65,3,18,6,1,1,0,1.0,6,0,1,0,8,8,0.0,0.0,0,2,2
311655,2017-06-19,1.6333333333333333,1,65,3,19,0,0,1,0,1.0,6,0,1,0,8,8,2.6166666666666667,4.283333333333333,2,4,0
311655,2017-06-20,5.329166666666667,1,65,3,20,1,0,0,0,1.0,6,0,1,0,8,8,1.1333333333333333,4.383333333333334,2,4,0
311655,2017-06-21,3.1666666666666665,1,65,3,21,2,0,0,0,1.0,6,0,1,0,8,8,4.733333333333333,2.9,2,0,4
311870,2017-06-15,9.166666666666666,0,24,0,15,3,0,0,0,0.0,2,1,2,1,0,0,6.85,4.183333333333334,2,3,1
311870,2017-06-16,6.1,0,24,0,16,4,0,0,1,0.0,2,1,2,1,0,0,7.495833333333334,4.695833333333334,1,3,1
311870,2017-06-17,5.991666666666666,0,24,0,17,5,1,0,1,0.0,2,1,2,1,0,0,5.55,5.5,2,3,1
311870,2017-06-18,5.5,0,24,0,18,6,1,1,0,0.0,2,1,2,1,0,0,6.2666666666666675,9.183333333333334,1,1,3
311870,2017-06-19,6.633333333333334,0,24,0,19,0,0,1,0,0.0,2,1,2,1,0,0,8.433333333333334,7.566666666666666,1,1,9
311870,2017-06-20,6.416666666666668,0,24,0,20,1,0,0,0,0.0,2,1,2,1,0,0,4.65,5.65,2,3,4
311870,2017-06-21,5.945833333333334,0,24,0,21,2,0,0,0,0.0,2,1,2,1,0,0,4.35,5.066666666666666,2,3,4
312104,2017-06-15,1.4833333333333334,1,71,2,15,3,0,0,0,1.0,7,0,0,0,7,7,3.35,3.9166666666666665,2,4,4
312104,2017-06-16,4.466666666666667,1,71,2,16,4,0,0,1,1.0,7,0,0,0,7,7,4.366666666666666,1.2166666666666666,2,0,6
312104,2017-06-17,0.0,1,71,2,17,5,1,0,1,1.0,7,0,0,0,7,7,0.0,0.0,0,2,2
312104,2017-06-18,0.0,1,71,2,18,6,1,1,0,1.0,7,0,0,0,7,7,0.0,0.0,0,2,2
312104,2017-06-19,1.3666666666666667,1,71,2,19,0,0,1,0,1.0,7,0,0,0,7,7,5.533333333333332,1.1166666666666667,2,0,6
312104,2017-06-20,3.4833333333333334,1,71,2,20,1,0,0,0,1.0,7,0,0,0,7,7,1.2833333333333334,3.379166666666667,2,4,0
312104,2017-06-21,1.15,1,71,2,21,2,0,0,0,1.0,7,0,0,0,7,7,0.38333333333333336,0.9291666666666668,0,2,2
312534,2017-06-15,1.3958333333333333,0,19,0,15,3,0,0,0,0.0,1,0,1,0,0,0,4.666666666666667,1.25,2,0,6
312534,2017-06-16,1.75,0,19,0,16,4,0,0,1,0.0,1,0,1,0,0,0,1.6333333333333333,0.4,0,2,2
312534,2017-06-17,1.1,0,19,0,17,5,1,0,1,0.0,1,0,1,0,0,0,0.9291666666666668,0.75,0,2,2
312534,2017-06-18,1.1333333333333333,0,19,0,18,6,1,1,0,0.0,1,0,1,0,0,0,1.6,1.1,0,2,2
312534,2017-06-19,3.3666666666666667,0,19,0,19,0,0,1,0,0.0,1,0,1,0,0,0,4.466666666666667,2.183333333333333,2,0,6
312534,2017-06-20,2.7,0,19,0,20,1,0,0,0,0.0,1,0,1,0,0,0,3.6,1.1,2,0,6
312534,2017-06-21,4.25,0,19,0,21,2,0,0,0,0.0,1,0,1,0,0,0,4.129166666666666,2.533333333333333,2,0,6
312668,2017-06-15,2.5166666666666666,0,32,0,15,3,0,0,0,0.0,3,0,0,0,0,0,1.9,2.816666666666667,2,4,0
312668,2017-06-16,3.5166666666666666,0,32,0,16,4,0,0,1,0.0,3,0,0,0,0,0,0.6333333333333333,2.966666666666667,0,4,0
312668,2017-06-17,0.0,0,32,0,17,5,1,0,1,0.0,3,0,0,0,0,0,0.0,0.0,0,2,2
312668,2017-06-18,0.0,0,32,0,18,6,1,1,0,0.0,3,0,0,0,0,0,0.0,0.0,0,2,2
312668,2017-06-19,1.15,0,32,0,19,0,0,1,0,0.0,3,0,0,0,0,0,1.0666666666666669,2.6333333333333333,0,4,0
312668,2017-06-20,1.0333333333333334,0,32,0,20,1,0,0,0,0.0,3,0,0,0,0,0,0.0,3.15,0,4,0
312668,2017-06-21,0.8333333333333334,0,32,0,21,2,0,0,0,0.0,3,0,0,0,0,0,1.9666666666666663,1.9458333333333333,0,2,0
312975,2017-06-15,9.566666666666666,1,47,1,15,3,0,0,0,1.0,4,1,3,1,6,6,7.366666666666666,7.783333333333332,1,1,3
312975,2017-06-16,9.045833333333333,1,47,1,16,4,0,0,1,1.0,4,1,3,1,6,6,8.066666666666666,7.216666666666668,1,1,9
312975,2017-06-17,5.95,1,47,1,17,5,1,0,1,1.0,4,1,3,1,6,6,6.55,9.6,1,1,3
312975,2017-06-18,7.683333333333334,1,47,1,18,6,1,1,0,1.0,4,1,3,1,6,6,7.2333333333333325,7.666666666666668,1,3,3
312975,2017-06-19,6.1,1,47,1,19,0,0,1,0,1.0,4,1,3,1,6,6,10.933333333333335,8.366666666666667,1,1,7
312975,2017-06-20,7.8,1,47,1,20,1,0,0,0,1.0,4,1,3,1,6,6,5.6,7.433333333333334,1,3,3
312975,2017-06-21,9.166666666666666,1,47,1,21,2,0,0,0,1.0,4,1,3,1,6,6,6.85,0.0,2,0,5
312992,2017-06-15,1.3333333333333333,1,42,0,15,3,0,0,0,1.0,4,0,0,0,5,5,2.9125,4.0,2,4,4
312992,2017-06-16,3.9166666666666665,1,42,0,16,4,0,0,1,1.0,4,0,0,0,5,5,0.0,4.166666666666667,0,4,0
312992,2017-06-17,0.0,1,42,0,17,5,1,0,1,1.0,4,0,0,0,5,5,0.0,0.0,0,2,2
312992,2017-06-18,0.0,1,42,0,18,6,1,1,0,1.0,4,0,0,0,5,5,0.0,0.0,0,2,2
312992,2017-06-19,3.25,1,42,0,19,0,0,1,0,1.0,4,0,0,0,5,5,1.75,3.4291666666666667,2,4,0
312992,2017-06-20,3.466666666666667,1,42,0,20,1,0,0,0,1.0,4,0,0,0,5,5,1.5125,0.0,0,2,2
312992,2017-06-21,4.9,1,42,0,21,2,0,0,0,1.0,4,0,0,0,5,5,1.2833333333333334,3.3833333333333333,2,4,0
313543,2017-06-15,5.083333333333333,1,32,1,15,3,0,0,0,0.0,3,0,0,0,6,1,0.5,2.816666666666667,0,4,0
313543,2017-06-16,0.8833333333333333,1,32,1,16,4,0,0,1,0.0,3,0,0,0,6,1,1.2833333333333334,0.8833333333333333,0,2,2
313543,2017-06-17,0.0,1,32,1,17,5,1,0,1,0.0,3,0,0,0,6,1,0.0,0.0,0,2,2
313543,2017-06-18,0.0,1,32,1,18,6,1,1,0,0.0,3,0,0,0,6,1,0.0,0.0,0,2,2
313543,2017-06-19,4.416666666666667,1,32,1,19,0,0,1,0,0.0,3,0,0,0,6,1,1.0666666666666669,0.7333333333333333,0,2,2
313543,2017-06-20,2.333333333333333,1,32,1,20,1,0,0,0,0.0,3,0,0,0,6,1,2.4,4.366666666666666,2,4,0
313543,2017-06-21,4.25,1,32,1,21,2,0,0,0,0.0,3,0,0,0,6,1,1.9166666666666667,1.6833333333333331,0,2,0
313668,2017-06-15,9.379166666666666,1,27,4,15,3,0,0,0,0.0,2,0,2,0,9,4,6.616666666666666,11.3,1,1,3
313668,2017-06-16,7.55,1,27,4,16,4,0,0,1,0.0,2,0,2,0,9,4,9.416666666666666,8.929166666666667,1,1,7
313668,2017-06-17,0.0,1,27,4,17,5,1,0,1,0.0,2,0,2,0,9,4,0.0,0.0,0,2,2
313668,2017-06-18,0.0,1,27,4,18,6,1,1,0,0.0,2,0,2,0,9,4,0.0,0.0,0,2,2
313668,2017-06-19,0.0,1,27,4,19,0,0,1,0,0.0,2,0,2,0,9,4,0.0,0.0,0,2,2
313668,2017-06-20,7.216666666666668,1,27,4,20,1,0,0,0,0.0,2,0,2,0,9,4,7.433333333333334,8.116666666666667,1,1,3
313668,2017-06-21,11.366666666666667,1,27,4,21,2,0,0,0,0.0,2,0,2,0,9,4,8.2,9.466666666666667,1,1,7
313810,2017-06-15,4.75,1,31,1,15,3,0,0,0,0.0,3,0,0,0,6,1,2.5125,5.179166666666666,2,4,4
313810,2017-06-16,4.233333333333333,1,31,1,16,4,0,0,1,0.0,3,0,0,0,6,1,0.0,3.6791666666666663,0,4,0
313810,2017-06-17,0.0,1,31,1,17,5,1,0,1,0.0,3,0,0,0,6,1,0.0,0.0,0,2,2
313810,2017-06-18,0.0,1,31,1,18,6,1,1,0,0.0,3,0,0,0,6,1,0.0,0.0,0,2,2
313810,2017-06-19,0.0,1,31,1,19,0,0,1,0,0.0,3,0,0,0,6,1,0.0,0.0,0,2,2
313810,2017-06-20,0.8,1,31,1,20,1,0,0,0,0.0,3,0,0,0,6,1,2.5166666666666666,1.4666666666666666,0,0,6
313810,2017-06-21,3.3666666666666667,1,31,1,21,2,0,0,0,0.0,3,0,0,0,6,1,2.4833333333333334,5.15,2,4,4
314379,2017-06-15,2.7333333333333334,1,38,2,15,3,0,0,0,0.0,3,0,1,1,7,2,4.983333333333333,2.1666666666666665,2,0,6
314379,2017-06-16,4.016666666666667,1,38,2,16,4,0,0,1,0.0,3,0,1,1,7,2,3.733333333333333,2.6166666666666667,2,0,6
314379,2017-06-17,7.85,1,38,2,17,5,1,0,1,0.0,3,0,1,1,7,2,7.9833333333333325,9.666666666666666,1,1,7
314379,2017-06-18,0.0,1,38,2,18,6,1,1,0,0.0,3,0,1,1,7,2,0.0,0.0,0,2,2
314379,2017-06-19,1.2333333333333334,1,38,2,19,0,0,1,0,0.0,3,0,1,1,7,2,3.85,3.25,2,0,4
314379,2017-06-20,2.3833333333333333,1,38,2,20,1,0,0,0,0.0,3,0,1,1,7,2,2.45,5.695833333333334,2,4,4
314379,2017-06-21,3.995833333333333,1,38,2,21,2,0,0,0,0.0,3,0,1,1,7,2,4.65,0.7333333333333333,2,0,6
314689,2017-06-15,4.133333333333334,0,18,0,15,3,0,0,0,0.0,1,0,0,0,0,0,3.05,3.45,2,4,4
314689,2017-06-16,0.8333333333333334,0,18,0,16,4,0,0,1,0.0,1,0,0,0,0,0,1.8333333333333333,0.25,0,2,2
314689,2017-06-17,0.0,0,18,0,17,5,1,0,1,0.0,1,0,0,0,0,0,0.0,0.0,0,2,2
314689,2017-06-18,0.0,0,18,0,18,6,1,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0,2,2
314689,2017-06-19,0.6333333333333333,0,18,0,19,0,0,1,0,0.0,1,0,0,0,0,0,0.43333333333333335,1.7,0,2,2
314689,2017-06-20,2.2666666666666666,0,18,0,20,1,0,0,0,0.0,1,0,0,0,0,0,1.1166666666666667,1.3333333333333333,0,2,2
314689,2017-06-21,2.4166666666666665,0,18,0,21,2,0,0,0,0.0,1,0,0,0,0,0,1.8125,3.2333333333333334,2,4,0
314823,2017-06-15,3.566666666666667,1,67,0,15,3,0,0,0,1.0,6,1,2,1,5,5,3.3833333333333333,7.65,2,3,3
314823,2017-06-16,5.583333333333332,1,67,0,16,4,0,0,1,1.0,6,1,2,1,5,5,5.370833333333334,4.383333333333334,2,3,4
314823,2017-06-17,7.633333333333334,1,67,0,17,5,1,0,1,1.0,6,1,2,1,5,5,8.183333333333334,7.183333333333334,1,1,9
314823,2017-06-18,4.383333333333334,1,67,0,18,6,1,1,0,1.0,6,1,2,1,5,5,4.233333333333333,6.25,2,3,4
314823,2017-06-19,7.0458333333333325,1,67,0,19,0,0,1,0,1.0,6,1,2,1,5,5,6.75,4.129166666666666,2,3,1
314823,2017-06-20,6.533333333333332,1,67,0,20,1,0,0,0,1.0,6,1,2,1,5,5,3.566666666666667,4.4,2,4,4
314823,2017-06-21,4.883333333333334,1,67,0,21,2,0,0,0,1.0,6,1,2,1,5,5,5.4833333333333325,5.3,2,3,1
315002,2017-06-15,3.45,1,31,3,15,3,0,0,0,0.0,3,0,1,1,8,3,2.566666666666667,3.4166666666666665,2,4,0
315002,2017-06-16,3.9,1,31,3,16,4,0,0,1,0.0,3,0,1,1,8,3,2.316666666666667,0.0,0,2,6
315002,2017-06-17,0.0,1,31,3,17,5,1,0,1,0.0,3,0,1,1,8,3,0.0,0.0,0,2,2
315002,2017-06-18,8.729166666666666,1,31,3,18,6,1,1,0,0.0,3,0,1,1,8,3,5.7666666666666675,5.6,2,3,1
315002,2017-06-19,3.1333333333333333,1,31,3,19,0,0,1,0,0.0,3,0,1,1,8,3,2.8,4.2625,2,4,4
315002,2017-06-20,4.85,1,31,3,20,1,0,0,0,0.0,3,0,1,1,8,3,1.5,0.2333333333333333,0,2,2
315002,2017-06-21,3.95,1,31,3,21,2,0,0,0,0.0,3,0,1,1,8,3,1.5666666666666669,3.633333333333333,2,4,0
315427,2017-06-15,4.066666666666666,1,40,2,15,3,0,0,0,0.0,4,0,1,1,7,2,1.4,3.1333333333333333,2,4,0
315427,2017-06-16,2.2333333333333334,1,40,2,16,4,0,0,1,0.0,4,0,1,1,7,2,3.095833333333333,3.1666666666666665,2,4,4
315427,2017-06-17,8.4,1,40,2,17,5,1,0,1,0.0,4,0,1,1,7,2,6.45,7.2,1,3,3
315427,2017-06-18,0.0,1,40,2,18,6,1,1,0,0.0,4,0,1,1,7,2,0.0,0.0,0,2,2
315427,2017-06-19,1.1166666666666667,1,40,2,19,0,0,1,0,0.0,4,0,1,1,7,2,3.983333333333333,2.7,2,0,6
315427,2017-06-20,4.029166666666667,1,40,2,20,1,0,0,0,0.0,4,0,1,1,7,2,4.133333333333334,2.4166666666666665,2,0,6
315427,2017-06-21,4.533333333333333,1,40,2,21,2,0,0,0,0.0,4,0,1,1,7,2,4.633333333333334,1.0,2,0,6
315519,2017-06-15,6.479166666666668,1,34,0,15,3,0,0,0,0.0,3,1,2,1,5,0,4.416666666666667,7.879166666666666,1,3,3
315519,2017-06-16,5.433333333333334,1,34,0,16,4,0,0,1,0.0,3,1,2,1,5,0,9.283333333333333,5.1,1,3,9
315519,2017-06-17,0.0,1,34,0,17,5,1,0,1,0.0,3,1,2,1,5,0,0.0,0.0,0,2,2
315519,2017-06-18,7.366666666666666,1,34,0,18,6,1,1,0,0.0,3,1,2,1,5,0,8.683333333333334,6.366666666666666,1,1,9
315519,2017-06-19,8.8,1,34,0,19,0,0,1,0,0.0,3,1,2,1,5,0,9.3625,7.5166666666666675,1,1,9
315519,2017-06-20,7.716666666666668,1,34,0,20,1,0,0,0,0.0,3,1,2,1,5,0,8.133333333333333,6.5458333333333325,1,3,9
315519,2017-06-21,7.883333333333334,1,34,0,21,2,0,0,0,0.0,3,1,2,1,5,0,0.0,7.533333333333332,2,4,8
315551,2017-06-15,3.8,0,33,0,15,3,0,0,0,0.0,3,0,0,0,0,0,3.5166666666666666,2.466666666666667,2,0,6
315551,2017-06-16,2.4,0,33,0,16,4,0,0,1,0.0,3,0,0,0,0,0,4.566666666666666,3.5125,2,0,4
315551,2017-06-17,0.0,0,33,0,17,5,1,0,1,0.0,3,0,0,0,0,0,0.0,0.0,0,2,2
315551,2017-06-18,0.0,0,33,0,18,6,1,1,0,0.0,3,0,0,0,0,0,0.0,0.0,0,2,2
315551,2017-06-19,2.0166666666666666,0,33,0,19,0,0,1,0,0.0,3,0,0,0,0,0,2.25,3.8666666666666663,2,4,0
315551,2017-06-20,2.6,0,33,0,20,1,0,0,0,0.0,3,0,0,0,0,0,1.75,0.4125,0,2,2
315551,2017-06-21,2.7,0,33,0,21,2,0,0,0,0.0,3,0,0,0,0,0,1.45,2.7666666666666666,2,4,0
315613,2017-06-15,3.283333333333333,1,31,2,15,3,0,0,0,0.0,3,0,0,0,7,2,0.0,3.85,0,4,0
315613,2017-06-16,0.2833333333333333,1,31,2,16,4,0,0,1,0.0,3,0,0,0,7,2,4.166666666666667,2.35,2,0,6
315613,2017-06-17,0.0,1,31,2,17,5,1,0,1,0.0,3,0,0,0,7,2,0.0,0.0,0,2,2
315613,2017-06-18,0.0,1,31,2,18,6,1,1,0,0.0,3,0,0,0,7,2,0.0,0.0,0,2,2
315613,2017-06-19,5.233333333333333,1,31,2,19,0,0,1,0,0.0,3,0,0,0,7,2,2.9,4.0,2,4,4
315613,2017-06-20,0.0,1,31,2,20,1,0,0,0,0.0,3,0,0,0,7,2,4.616666666666666,1.35,2,0,6
315613,2017-06-21,1.9625,1,31,2,21,2,0,0,0,0.0,3,0,0,0,7,2,1.2,3.566666666666667,2,4,0
315667,2017-06-15,1.9333333333333331,1,65,3,15,3,0,0,0,1.0,6,0,1,0,8,8,4.733333333333333,4.5,2,3,4
315667,2017-06-16,3.533333333333333,1,65,3,16,4,0,0,1,1.0,6,0,1,0,8,8,3.033333333333333,1.8333333333333333,2,0,6
315667,2017-06-17,0.0,1,65,3,17,5,1,0,1,1.0,6,0,1,0,8,8,0.0,0.0,0,2,2
315667,2017-06-18,0.0,1,65,3,18,6,1,1,0,1.0,6,0,1,0,8,8,0.0,0.0,0,2,2
315667,2017-06-19,4.733333333333333,1,65,3,19,0,0,1,0,1.0,6,0,1,0,8,8,1.45,3.033333333333333,2,4,0
315667,2017-06-20,4.6,1,65,3,20,1,0,0,0,1.0,6,0,1,0,8,8,3.683333333333333,4.366666666666666,2,4,4
315667,2017-06-21,0.43333333333333335,1,65,3,21,2,0,0,0,1.0,6,0,1,0,8,8,2.1166666666666667,4.75,2,4,0
315874,2017-06-15,4.633333333333334,1,27,1,15,3,0,0,0,0.0,2,0,2,1,6,1,6.4833333333333325,5.245833333333334,1,3,1
315874,2017-06-16,3.566666666666667,1,27,1,16,4,0,0,1,0.0,2,0,2,1,6,1,5.345833333333333,5.7125,2,3,1
315874,2017-06-17,10.445833333333333,1,27,1,17,5,1,0,1,0.0,2,0,2,1,6,1,8.095833333333333,7.4833333333333325,1,1,9
315874,2017-06-18,0.0,1,27,1,18,6,1,1,0,0.0,2,0,2,1,6,1,0.0,0.0,0,2,2
315874,2017-06-19,4.433333333333334,1,27,1,19,0,0,1,0,0.0,2,0,2,1,6,1,3.65,5.416666666666668,2,4,4
315874,2017-06-20,2.4,1,27,1,20,1,0,0,0,0.0,2,0,2,1,6,1,3.716666666666667,4.1,2,4,4
315874,2017-06-21,5.8125,1,27,1,21,2,0,0,0,0.0,2,0,2,1,6,1,6.183333333333334,4.85,2,3,1
315975,2017-06-15,10.583333333333334,1,31,3,15,3,0,0,0,0.0,3,1,3,1,8,3,10.4125,6.445833333333334,1,1,9
315975,2017-06-16,7.65,1,31,3,16,4,0,0,1,0.0,3,1,3,1,8,3,8.1,8.033333333333333,1,1,9
315975,2017-06-17,0.0,1,31,3,17,5,1,0,1,0.0,3,1,3,1,8,3,0.0,0.0,0,2,2
315975,2017-06-18,5.383333333333334,1,31,3,18,6,1,1,0,0.0,3,1,3,1,8,3,8.0,9.145833333333334,1,1,7
315975,2017-06-19,9.116666666666667,1,31,3,19,0,0,1,0,0.0,3,1,3,1,8,3,10.9,9.8,1,1,7
315975,2017-06-20,5.683333333333334,1,31,3,20,1,0,0,0,0.0,3,1,3,1,8,3,8.683333333333334,6.383333333333334,1,1,9
315975,2017-06-21,8.333333333333334,1,31,3,21,2,0,0,0,0.0,3,1,3,1,8,3,7.133333333333334,7.3,1,3,3
315979,2017-06-15,0.0,0,60,2,15,3,0,0,0,1.0,6,0,0,0,2,7,2.183333333333333,3.3,2,4,0
315979,2017-06-16,3.1666666666666665,0,60,2,16,4,0,0,1,1.0,6,0,0,0,2,7,0.8333333333333334,3.5166666666666666,2,4,0
315979,2017-06-17,0.0,0,60,2,17,5,1,0,1,1.0,6,0,0,0,2,7,0.0,0.0,0,2,2
315979,2017-06-18,0.0,0,60,2,18,6,1,1,0,1.0,6,0,0,0,2,7,0.0,0.0,0,2,2
315979,2017-06-19,4.679166666666666,0,60,2,19,0,0,1,0,1.0,6,0,0,0,2,7,0.7958333333333333,1.8333333333333333,0,2,0
315979,2017-06-20,0.6625,0,60,2,20,1,0,0,0,1.0,6,0,0,0,2,7,1.5,0.3333333333333333,0,2,2
315979,2017-06-21,4.795833333333333,0,60,2,21,2,0,0,0,1.0,6,0,0,0,2,7,3.4625,1.15,2,0,6
316026,2017-06-15,8.345833333333333,1,21,1,15,3,0,0,0,0.0,2,1,3,1,6,1,8.995833333333334,8.045833333333333,1,1,9
316026,2017-06-16,7.929166666666666,1,21,1,16,4,0,0,1,0.0,2,1,3,1,6,1,11.279166666666667,8.35,1,1,7
316026,2017-06-17,7.5,1,21,1,17,5,1,0,1,0.0,2,1,3,1,6,1,10.345833333333333,6.616666666666666,1,1,9
316026,2017-06-18,8.716666666666667,1,21,1,18,6,1,1,0,0.0,2,1,3,1,6,1,9.5625,8.6125,1,1,7
316026,2017-06-19,6.816666666666666,1,21,1,19,0,0,1,0,0.0,2,1,3,1,6,1,7.433333333333334,2.566666666666667,2,0,5
316026,2017-06-20,8.0125,1,21,1,20,1,0,0,0,0.0,2,1,3,1,6,1,8.845833333333333,6.166666666666668,1,1,9
316026,2017-06-21,8.733333333333333,1,21,1,21,2,0,0,0,0.0,2,1,3,1,6,1,11.5,7.066666666666666,1,1,9
316324,2017-06-15,4.416666666666667,0,32,2,15,3,0,0,0,0.0,3,0,1,0,2,2,1.0833333333333333,4.929166666666666,2,4,0
316324,2017-06-16,2.3,0,32,2,16,4,0,0,1,0.0,3,0,1,0,2,2,4.6,4.533333333333333,2,3,4
316324,2017-06-17,0.0,0,32,2,17,5,1,0,1,0.0,3,0,1,0,2,2,0.0,0.0,0,2,2
316324,2017-06-18,0.0,0,32,2,18,6,1,1,0,0.0,3,0,1,0,2,2,0.0,0.0,0,2,2
316324,2017-06-19,2.2,0,32,2,19,0,0,1,0,0.0,3,0,1,0,2,2,3.45,5.15,2,4,4
316324,2017-06-20,3.2,0,32,2,20,1,0,0,0,0.0,3,0,1,0,2,2,5.15,4.5625,2,3,4
316324,2017-06-21,0.8833333333333333,0,32,2,21,2,0,0,0,0.0,3,0,1,0,2,2,1.6666666666666667,3.1,2,4,0
316351,2017-06-15,0.8833333333333333,0,26,2,15,3,0,0,0,0.0,2,0,1,0,2,2,2.5166666666666666,2.720833333333333,2,4,0
316351,2017-06-16,1.2666666666666666,0,26,2,16,4,0,0,1,0.0,2,0,1,0,2,2,3.95,1.5666666666666669,2,0,6
316351,2017-06-17,2.333333333333333,0,26,2,17,5,1,0,1,0.0,2,0,1,0,2,2,2.533333333333333,0.8833333333333333,0,2,6
316351,2017-06-18,0.0,0,26,2,18,6,1,1,0,0.0,2,0,1,0,2,2,4.6125,0.95,2,0,6
316351,2017-06-19,2.595833333333333,0,26,2,19,0,0,1,0,0.0,2,0,1,0,2,2,0.6958333333333333,3.4,0,4,0
316351,2017-06-20,3.3125,0,26,2,20,1,0,0,0,0.0,2,0,1,0,2,2,1.3666666666666667,0.7125,0,2,2
316351,2017-06-21,2.45,0,26,2,21,2,0,0,0,0.0,2,0,1,0,2,2,3.9166666666666665,4.483333333333333,2,4,4
316764,2017-06-15,5.85,1,22,0,15,3,0,0,0,0.0,2,1,2,1,5,0,9.216666666666667,6.833333333333332,1,1,9
316764,2017-06-16,6.85,1,22,0,16,4,0,0,1,0.0,2,1,2,1,5,0,9.3,7.583333333333332,1,1,9
316764,2017-06-17,10.2,1,22,0,17,5,1,0,1,0.0,2,1,2,1,5,0,6.133333333333334,8.783333333333333,1,3,3
316764,2017-06-18,0.0,1,22,0,18,6,1,1,0,0.0,2,1,2,1,5,0,0.0,0.0,0,2,2
316764,2017-06-19,5.7,1,22,0,19,0,0,1,0,0.0,2,1,2,1,5,0,6.679166666666666,9.2,1,1,3
316764,2017-06-20,7.616666666666666,1,22,0,20,1,0,0,0,0.0,2,1,2,1,5,0,9.166666666666666,8.766666666666667,1,1,7
316764,2017-06-21,10.216666666666667,1,22,0,21,2,0,0,0,0.0,2,1,2,1,5,0,8.066666666666666,6.383333333333334,1,3,9
316828,2017-06-15,7.65,1,23,0,15,3,0,0,0,0.0,2,0,1,0,5,0,8.333333333333334,5.666666666666668,1,3,9
316828,2017-06-16,0.0,1,23,0,16,4,0,0,1,0.0,2,0,1,0,5,0,8.429166666666667,0.0,2,0,5
316828,2017-06-17,0.0,1,23,0,17,5,1,0,1,0.0,2,0,1,0,5,0,0.0,0.0,0,2,2
316828,2017-06-18,0.0,1,23,0,18,6,1,1,0,0.0,2,0,1,0,5,0,0.0,0.0,0,2,2
316828,2017-06-19,0.0,1,23,0,19,0,0,1,0,0.0,2,0,1,0,5,0,7.0,6.333333333333332,1,3,1
316828,2017-06-20,9.383333333333333,1,23,0,20,1,0,0,0,0.0,2,0,1,0,5,0,8.683333333333334,5.283333333333333,1,3,9
316828,2017-06-21,0.0,1,23,0,21,2,0,0,0,0.0,2,0,1,0,5,0,0.0,0.0,0,2,2
317529,2017-06-15,0.5,1,34,3,15,3,0,0,0,0.0,3,0,0,0,8,3,1.0,2.85,0,4,0
317529,2017-06-16,4.066666666666666,1,34,3,16,4,0,0,1,0.0,3,0,0,0,8,3,1.5666666666666669,2.0458333333333334,0,2,0
317529,2017-06-17,0.0,1,34,3,17,5,1,0,1,0.0,3,0,0,0,8,3,0.0,0.0,0,2,2
317529,2017-06-18,0.0,1,34,3,18,6,1,1,0,0.0,3,0,0,0,8,3,0.0,0.0,0,2,2
317529,2017-06-19,3.1166666666666667,1,34,3,19,0,0,1,0,0.0,3,0,0,0,8,3,0.5,2.716666666666667,0,4,0
317529,2017-06-20,2.4,1,34,3,20,1,0,0,0,0.0,3,0,0,0,8,3,2.3833333333333333,0.0,0,2,6
317529,2017-06-21,0.0,1,34,3,21,2,0,0,0,0.0,3,0,0,0,8,3,0.0,0.0,0,2,2
317657,2017-06-15,0.0,0,30,0,15,3,0,0,0,0.0,3,0,0,0,0,0,0.1,2.129166666666667,0,2,0
317657,2017-06-16,3.783333333333333,0,30,0,16,4,0,0,1,0.0,3,0,0,0,0,0,1.2625,1.95,0,2,0
317657,2017-06-17,0.0,0,30,0,17,5,1,0,1,0.0,3,0,0,0,0,0,1.9666666666666663,3.2,2,4,0
317657,2017-06-18,0.6166666666666667,0,30,0,18,6,1,1,0,0.0,3,0,0,0,0,0,4.3125,3.3666666666666667,2,0,4
317657,2017-06-19,4.016666666666667,0,30,0,19,0,0,1,0,0.0,3,0,0,0,0,0,0.4833333333333333,3.7625,2,4,0
317657,2017-06-20,4.183333333333334,0,30,0,20,1,0,0,0,0.0,3,0,0,0,0,0,0.4833333333333333,1.7666666666666666,0,2,2
